"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name",Segment,Country,City,State,"Postal Code",Region,"Product ID",Category,Sub-Category,"Product Name",Sales,Quantity,Discount,Profit,rn
5193,CA-2011-101560,2011-11-28,2011-12-01,"Second Class",CS-12250,"chris selesnick",Corporate,"United States",Columbia,"South Carolina",29203,South,FUR-FU-10003773,Furniture,Furnishings,"Eldon Cleatmat Plus Chair Mats for High Pile Carpets",397.6,5,0,43.736,1
5195,CA-2011-101560,2011-11-28,2011-12-01,"Second Class",CS-12250,"chris selesnick",Corporate,"United States",Columbia,"South Carolina",29203,South,OFF-AR-10004757,"Office Supplies",Art,"Crayola Colored Pencils",13.12,4,0,4.3296,1
5194,CA-2011-101560,2011-11-28,2011-12-01,"Second Class",CS-12250,"chris selesnick",Corporate,"United States",Columbia,"South Carolina",29203,South,OFF-PA-10001363,"Office Supplies",Paper,"Xerox 1933",85.96,7,0,40.4012,1
1576,CA-2011-101602,2011-12-15,2011-12-18,"First Class",MC-18100,"mick crebagga",Consumer,"United States","El Paso",Texas,79907,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763.28,5,0.3,-21.808,1
1575,CA-2011-101602,2011-12-15,2011-12-18,"First Class",MC-18100,"mick crebagga",Consumer,"United States","El Paso",Texas,79907,Central,TEC-PH-10000169,Technology,Phones,"ARKON Windshield Dashboard Air Vent Car Mount Holder",40.68,3,0.2,-9.153,1
5480,CA-2011-101770,2011-03-31,2011-04-04,"Standard Class",KB-16240,"karen bern",Corporate,"United States",Miami,Florida,33180,South,OFF-BI-10001097,"Office Supplies",Binders,"Avery Hole Reinforcements",1.869,1,0.7,-1.3083,1
9461,CA-2011-101833,2011-11-17,2011-11-22,"Second Class",FG-14260,"frank gastineau","Home Office","United States","New York City","New York",10024,East,OFF-PA-10003591,"Office Supplies",Paper,"Southworth 100% Cotton The Best Paper",34.44,3,0,17.22,1
3846,CA-2011-101931,2011-10-28,2011-10-31,"First Class",TS-21370,"todd sumrall",Corporate,"United States","Los Angeles",California,90049,West,FUR-BO-10001337,Furniture,Bookcases,"O'Sullivan Living Dimensions 2-Shelf Bookcases",616.998,6,0.15,-36.294,1
3843,CA-2011-101931,2011-10-28,2011-10-31,"First Class",TS-21370,"todd sumrall",Corporate,"United States","Los Angeles",California,90049,West,OFF-BI-10004140,"Office Supplies",Binders,"Avery Non-Stick Binders",7.184,2,0.2,2.245,1
3847,CA-2011-101931,2011-10-28,2011-10-31,"First Class",TS-21370,"todd sumrall",Corporate,"United States","Los Angeles",California,90049,West,OFF-ST-10003442,"Office Supplies",Storage,"Eldon Portable Mobile Manager",141.4,5,0,38.178,1
3845,CA-2011-101931,2011-10-28,2011-10-31,"First Class",TS-21370,"todd sumrall",Corporate,"United States","Los Angeles",California,90049,West,OFF-SU-10000646,"Office Supplies",Supplies,"Premier Automatic Letter Opener",480.74,2,0,14.4222,1
3844,CA-2011-101931,2011-10-28,2011-10-31,"First Class",TS-21370,"todd sumrall",Corporate,"United States","Los Angeles",California,90049,West,OFF-SU-10002301,"Office Supplies",Supplies,"Serrated Blade or Curved Handle Hand Letter Openers",6.28,2,0,0.0628,1
1791,CA-2011-102008,2011-09-30,2011-10-04,"Standard Class",RA-19915,"russell applegate",Consumer,"United States","New York City","New York",10011,East,OFF-PA-10004092,"Office Supplies",Paper,"Tops Green Bar Computer Printout Paper",48.94,1,0,24.47,1
4948,CA-2011-102085,2011-10-04,2011-10-09,"Standard Class",JD-16015,"joy daniels",Consumer,"United States",Seattle,Washington,98115,West,OFF-LA-10002475,"Office Supplies",Labels,"Avery 519",29.24,4,0,13.7428,1
3402,CA-2011-102274,2011-11-21,2011-11-26,"Standard Class",DH-13075,"dave hallsten",Corporate,"United States",Richmond,Kentucky,40475,South,OFF-AR-10002833,"Office Supplies",Art,"Newell 322",5.46,3,0,1.4742,1
3400,CA-2011-102274,2011-11-21,2011-11-26,"Standard Class",DH-13075,"dave hallsten",Corporate,"United States",Richmond,Kentucky,40475,South,OFF-PA-10004359,"Office Supplies",Paper,"Multicolor Computer Printout Paper",629.1,6,0,301.968,1
3401,CA-2011-102274,2011-11-21,2011-11-26,"Standard Class",DH-13075,"dave hallsten",Corporate,"United States",Richmond,Kentucky,40475,South,OFF-ST-10001511,"Office Supplies",Storage,"Space Solutions Commercial Steel Shelving",193.95,3,0,9.6975,1
3399,CA-2011-102274,2011-11-21,2011-11-26,"Standard Class",DH-13075,"dave hallsten",Corporate,"United States",Richmond,Kentucky,40475,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",36.99,1,0,9.9873,1
2367,CA-2011-102295,2011-11-24,2011-11-26,"Second Class",EH-13990,"erica hackney",Consumer,"United States",Sacramento,California,95823,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.712,1,0.2,-18.1068,1
7693,CA-2011-102330,2011-12-29,2012-01-03,"Standard Class",AI-10855,"arianne irving",Consumer,"United States",Brentwood,California,94513,West,OFF-LA-10003923,"Office Supplies",Labels,"Alphabetical Labels for Top Tab Filing",88.8,6,0,44.4,1
7694,CA-2011-102330,2011-12-29,2012-01-03,"Standard Class",AI-10855,"arianne irving",Consumer,"United States",Brentwood,California,94513,West,TEC-PH-10001051,Technology,Phones,"HTC One",319.968,4,0.2,35.9964,1
9156,CA-2011-102645,2011-01-24,2011-01-29,"Standard Class",IM-15055,"ionia mcgrath",Consumer,"United States","Las Vegas",Nevada,89115,West,OFF-PA-10001804,"Office Supplies",Paper,"Xerox 195",40.08,6,0,19.2384,1
6016,CA-2011-102652,2011-04-06,2011-04-12,"Standard Class",AY-10555,"andy yotov",Corporate,"United States","Los Angeles",California,90049,West,FUR-FU-10000747,Furniture,Furnishings,"Tenex B1-RE Series Chair Mats for Low Pile Carpets",91.96,2,0,15.6332,1
6017,CA-2011-102652,2011-04-06,2011-04-12,"Standard Class",AY-10555,"andy yotov",Corporate,"United States","Los Angeles",California,90049,West,FUR-FU-10001918,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",33.11,7,0,12.9129,1
6019,CA-2011-102652,2011-04-06,2011-04-12,"Standard Class",AY-10555,"andy yotov",Corporate,"United States","Los Angeles",California,90049,West,OFF-PA-10001977,"Office Supplies",Paper,"Xerox 194",55.48,1,0,26.6304,1
6018,CA-2011-102652,2011-04-06,2011-04-12,"Standard Class",AY-10555,"andy yotov",Corporate,"United States","Los Angeles",California,90049,West,OFF-PA-10003309,"Office Supplies",Paper,"Xerox 211",19.44,3,0,9.3312,1
4067,CA-2011-102673,2011-11-01,2011-11-05,"Standard Class",KH-16630,"ken heidel",Corporate,"United States",Charlotte,"North Carolina",28205,South,OFF-AR-10000634,"Office Supplies",Art,"Newell 320",10.272,3,0.2,0.8988,1
4066,CA-2011-102673,2011-11-01,2011-11-05,"Standard Class",KH-16630,"ken heidel",Corporate,"United States",Charlotte,"North Carolina",28205,South,OFF-FA-10003021,"Office Supplies",Fasteners,Staples,7.52,5,0.2,1.41,1
4068,CA-2011-102673,2011-11-01,2011-11-05,"Standard Class",KH-16630,"ken heidel",Corporate,"United States",Charlotte,"North Carolina",28205,South,OFF-LA-10001771,"Office Supplies",Labels,"Avery 513",47.808,12,0.2,15.5376,1
4069,CA-2011-102673,2011-11-01,2011-11-05,"Standard Class",KH-16630,"ken heidel",Corporate,"United States",Charlotte,"North Carolina",28205,South,TEC-PH-10004434,Technology,Phones,"Cisco IP Phone 7961G VoIP phone - Dark gray",978.84,9,0.2,110.1195,1
3599,CA-2011-102869,2011-09-09,2011-09-14,"Second Class",LC-17140,"logan currie",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",17.472,3,0.2,5.0232,1
3597,CA-2011-102869,2011-09-09,2011-09-14,"Second Class",LC-17140,"logan currie",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,"Office Supplies",Paper,"Xerox 210",15.552,3,0.2,5.4432,1
3598,CA-2011-102869,2011-09-09,2011-09-14,"Second Class",LC-17140,"logan currie",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,TEC-AC-10002134,Technology,Accessories,"Rosewill 107 Normal Keys USB Wired Standard Keyboard",64.704,6,0.2,-4.8528,1
3600,CA-2011-102869,2011-09-09,2011-09-14,"Second Class",LC-17140,"logan currie",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,TEC-PH-10002549,Technology,Phones,"Polycom SoundPoint IP 450 VoIP phone",135.516,1,0.4,-31.6204,1
3280,CA-2011-102988,2011-04-05,2011-04-09,"Second Class",GM-14695,"greg maxwell",Corporate,"United States",Alexandria,Virginia,22304,South,OFF-AR-10000127,"Office Supplies",Art,"Newell 321",22.96,7,0,6.6584,1
3277,CA-2011-102988,2011-04-05,2011-04-09,"Second Class",GM-14695,"greg maxwell",Corporate,"United States",Alexandria,Virginia,22304,South,OFF-AR-10004757,"Office Supplies",Art,"Crayola Colored Pencils",22.96,7,0,7.5768,1
3279,CA-2011-102988,2011-04-05,2011-04-09,"Second Class",GM-14695,"greg maxwell",Corporate,"United States",Alexandria,Virginia,22304,South,OFF-PA-10003349,"Office Supplies",Paper,"Xerox 1957",12.96,2,0,6.3504,1
3281,CA-2011-102988,2011-04-05,2011-04-09,"Second Class",GM-14695,"greg maxwell",Corporate,"United States",Alexandria,Virginia,22304,South,OFF-SU-10002881,"Office Supplies",Supplies,"Martin Yale Chadless Opener Electric Letter Opener",4164.05,5,0,83.281,1
3278,CA-2011-102988,2011-04-05,2011-04-09,"Second Class",GM-14695,"greg maxwell",Corporate,"United States",Alexandria,Virginia,22304,South,TEC-PH-10001615,Technology,Phones,"AT&T CL82213",28.99,1,0,8.4071,1
7411,CA-2011-103058,2011-07-23,2011-07-24,"First Class",AG-10270,"alejandro grove",Consumer,"United States","New York City","New York",10011,East,TEC-AC-10001314,Technology,Accessories,"Case Logic 2.4GHz Wireless Keyboard",99.98,2,0,7.9984,1
9558,CA-2011-103086,2011-10-17,2011-10-19,"Second Class",EB-14170,"evan bailliet",Consumer,"United States",Houston,Texas,77095,Central,FUR-FU-10004586,Furniture,Furnishings,"G.E. Longer-Life Indoor Recessed Floodlight Bulbs",5.312,2,0.6,-1.5936,1
4284,CA-2011-103100,2011-12-20,2011-12-23,"First Class",AB-10105,"adrian barton",Consumer,"United States",Indianapolis,Indiana,46203,Central,OFF-BI-10004600,"Office Supplies",Binders,"Ibico Ibimaster 300 Manual Binding System",1103.97,3,0,496.7865,1
4283,CA-2011-103100,2011-12-20,2011-12-23,"First Class",AB-10105,"adrian barton",Consumer,"United States",Indianapolis,Indiana,46203,Central,OFF-LA-10003720,"Office Supplies",Labels,"Avery 487",3.69,1,0,1.7343,1
5725,CA-2011-103191,2011-09-22,2011-09-27,"Standard Class",VG-21805,"vivek grady",Corporate,"United States",Chicago,Illinois,60653,Central,OFF-ST-10002574,"Office Supplies",Storage,"SAFCO Commercial Wire Shelving, Black",331.536,3,0.2,-82.884,1
8138,CA-2011-103219,2011-11-09,2011-11-13,"Standard Class",BF-11215,"benjamin farhat","Home Office","United States","New York City","New York",10035,East,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",56.52,9,0,21.4776,1
9200,CA-2011-103310,2011-05-10,2011-05-15,"Standard Class",GM-14680,"greg matthias",Consumer,"United States","San Jose",California,95123,West,FUR-CH-10002320,Furniture,Chairs,"Hon Pagoda Stacking Chairs",256.784,1,0.2,32.098,1
9197,CA-2011-103310,2011-05-10,2011-05-15,"Standard Class",GM-14680,"greg matthias",Consumer,"United States","San Jose",California,95123,West,OFF-PA-10004353,"Office Supplies",Paper,"Southworth 25% Cotton Premium Laser Paper and Envelopes",39.96,2,0,19.1808,1
9199,CA-2011-103310,2011-05-10,2011-05-15,"Standard Class",GM-14680,"greg matthias",Consumer,"United States","San Jose",California,95123,West,OFF-SU-10004737,"Office Supplies",Supplies,"Acme Design Stainless Steel Bent Scissors",41.04,6,0,11.0808,1
9198,CA-2011-103310,2011-05-10,2011-05-15,"Standard Class",GM-14680,"greg matthias",Consumer,"United States","San Jose",California,95123,West,TEC-PH-10001817,Technology,Phones,"Wilson Electronics DB Pro Signal Booster",1432,5,0.2,125.3,1
5437,CA-2011-103317,2011-07-05,2011-07-08,"First Class",DM-13525,"don miller",Corporate,"United States","Palm Coast",Florida,32137,South,FUR-FU-10001591,Furniture,Furnishings,"Advantus Panel Wall Certificate Holder - 8.5x11",19.52,2,0.2,5.368,1
5439,CA-2011-103317,2011-07-05,2011-07-08,"First Class",DM-13525,"don miller",Corporate,"United States","Palm Coast",Florida,32137,South,FUR-FU-10003192,Furniture,Furnishings,"Luxo Adjustable Task Clamp Lamp",213.216,3,0.2,15.9912,1
5438,CA-2011-103317,2011-07-05,2011-07-08,"First Class",DM-13525,"don miller",Corporate,"United States","Palm Coast",Florida,32137,South,OFF-BI-10001787,"Office Supplies",Binders,"Wilson Jones Four-Pocket Poly Binders",9.81,5,0.7,-6.867,1
5334,CA-2011-103331,2011-08-26,2011-09-01,"Standard Class",KB-16315,"karl braun",Consumer,"United States",Newark,Delaware,19711,East,FUR-FU-10001731,Furniture,Furnishings,"Acrylic Self-Standing Desk Frames",10.68,4,0,4.0584,1
5335,CA-2011-103331,2011-08-26,2011-09-01,"Standard Class",KB-16315,"karl braun",Consumer,"United States",Newark,Delaware,19711,East,OFF-PA-10002160,"Office Supplies",Paper,"Xerox 1978",17.34,3,0,8.4966,1
5336,CA-2011-103331,2011-08-26,2011-09-01,"Standard Class",KB-16315,"karl braun",Consumer,"United States",Newark,Delaware,19711,East,OFF-PA-10002659,"Office Supplies",Paper,"Avoid Verbal Orders Carbonless Minifold Book",3.38,1,0,1.5548,1
1914,CA-2011-103366,2011-01-16,2011-01-18,"First Class",EH-13990,"erica hackney",Consumer,"United States",Roswell,Georgia,30076,South,TEC-AC-10003628,Technology,Accessories,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",149.95,5,0,65.978,1
1830,CA-2011-103373,2011-05-18,2011-05-24,"Standard Class",BS-11755,"bruce stewart",Consumer,"United States",Cleveland,Ohio,44105,East,TEC-PH-10002885,Technology,Phones,"Apple iPhone 5",779.796,2,0.4,-168.9558,1
4499,CA-2011-103401,2011-11-21,2011-11-26,"Standard Class",GR-14560,"georgia rosenberg",Corporate,"United States","San Francisco",California,94110,West,OFF-PA-10003309,"Office Supplies",Paper,"Xerox 211",12.96,2,0,6.2208,1
7859,CA-2011-103429,2011-05-30,2011-06-01,"First Class",LW-16825,"laurel workman",Corporate,"United States","New York City","New York",10024,East,OFF-AP-10001005,"Office Supplies",Appliances,"Honeywell Quietcare HEPA Air Cleaner",235.95,3,0,77.8635,1
7857,CA-2011-103429,2011-05-30,2011-06-01,"First Class",LW-16825,"laurel workman",Corporate,"United States","New York City","New York",10024,East,OFF-BI-10004233,"Office Supplies",Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2" x 11"""",25.584,2,0.2,8.9544,1
7860,CA-2011-103429,2011-05-30,2011-06-01,"First Class",LW-16825,"laurel workman",Corporate,"United States","New York City","New York",10024,East,OFF-PA-10001712,"Office Supplies",Paper,"Xerox 1948",39.96,4,0,17.982,1
7858,CA-2011-103429,2011-05-30,2011-06-01,"First Class",LW-16825,"laurel workman",Corporate,"United States","New York City","New York",10024,East,TEC-PH-10003505,Technology,Phones,"Geemarc AmpliPOWER60",464,5,0,134.56,1
7549,CA-2011-103492,2011-10-10,2011-10-15,"Standard Class",CM-12715,"craig molinari",Corporate,"United States",Huntsville,Texas,77340,Central,OFF-BI-10004140,"Office Supplies",Binders,"Avery Non-Stick Binders",0.898,1,0.8,-1.5715,1
7548,CA-2011-103492,2011-10-10,2011-10-15,"Standard Class",CM-12715,"craig molinari",Corporate,"United States",Huntsville,Texas,77340,Central,OFF-BI-10004817,"Office Supplies",Binders,"GBC Personal VeloBind Strips",11.98,5,0.8,-19.168,1
7546,CA-2011-103492,2011-10-10,2011-10-15,"Standard Class",CM-12715,"craig molinari",Corporate,"United States",Huntsville,Texas,77340,Central,TEC-PH-10001128,Technology,Phones,"Motorola Droid Maxx",719.952,6,0.2,71.9952,1
7547,CA-2011-103492,2011-10-10,2011-10-15,"Standard Class",CM-12715,"craig molinari",Corporate,"United States",Huntsville,Texas,77340,Central,TEC-PH-10004667,Technology,Phones,"Cisco 8x8 Inc. 6753i IP Business Phone System",755.944,7,0.2,66.1451,1
4216,CA-2011-103590,2011-11-30,2011-12-04,"Standard Class",JL-15505,"jeremy lonsdale",Consumer,"United States","Mount Vernon","New York",10550,East,OFF-EN-10004007,"Office Supplies",Envelopes,"Park Ridge Embossed Executive Business Envelopes",62.28,4,0,29.2716,1
6579,CA-2011-103660,2011-08-25,2011-08-30,"Standard Class",MW-18220,"mitch webber",Consumer,"United States",Seattle,Washington,98103,West,TEC-PH-10000895,Technology,Phones,"Polycom VVX 310 VoIP phone",1007.944,7,0.2,75.5958,1
3285,CA-2011-103702,2011-09-12,2011-09-17,"Standard Class",AF-10885,"art foster",Consumer,"United States",Fairfield,Ohio,45014,East,OFF-BI-10002429,"Office Supplies",Binders,"Premier Elliptical Ring Binder, Black",63.924,7,0.7,-46.8776,1
6531,CA-2011-103744,2011-02-24,2011-02-28,"Standard Class",MG-17875,"michael grace","Home Office","United States","El Paso",Texas,79907,Central,OFF-BI-10000320,"Office Supplies",Binders,"GBC Plastic Binding Combs",4.428,3,0.8,-6.8634,1
6530,CA-2011-103744,2011-02-24,2011-02-28,"Standard Class",MG-17875,"michael grace","Home Office","United States","El Paso",Texas,79907,Central,OFF-LA-10004425,"Office Supplies",Labels,Staples,6.936,3,0.2,2.3409,1
9002,CA-2011-103807,2011-12-02,2011-12-09,"Standard Class",EM-13825,"elizabeth moffitt",Corporate,"United States","Sandy Springs",Georgia,30328,South,TEC-AC-10000199,Technology,Accessories,"Kingston Digital DataTraveler 8GB USB 2.0",5.95,1,0,0.833,1
546,CA-2011-103849,2011-05-11,2011-05-16,"Standard Class",PG-18895,"paul gonzalez",Consumer,"United States","Fort Worth",Texas,76106,Central,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,4,0.6,-84.2928,1
544,CA-2011-103849,2011-05-11,2011-05-16,"Standard Class",PG-18895,"paul gonzalez",Consumer,"United States","Fort Worth",Texas,76106,Central,TEC-AC-10001465,Technology,Accessories,"SanDisk Cruzer 64 GB USB Flash Drive",58.112,2,0.2,7.264,1
545,CA-2011-103849,2011-05-11,2011-05-16,"Standard Class",PG-18895,"paul gonzalez",Consumer,"United States","Fort Worth",Texas,76106,Central,TEC-PH-10002597,Technology,Phones,"Xblue XB-1670-86 X16 Small Office Telephone - Titanium",100.792,1,0.2,6.2995,1
